name,brand,type,model_year,price,mileage,fuel_type,transmission,safety_rating,engine_cc,seating_capacity,power_bhp,torque_nm,body_type,airbags,abs,ground_clearance,boot_space,service_cost,insurance_cost
Tiago,Tata,Car,2023,3785968,15,Hybrid,Automatic,5,1199,5,86,369,Hatchback,1,No,249,359,3737,31257
Tiago,Tata,Car,2023,2770075,18,Diesel,Automatic,3,1199,5,86,377,Hatchback,3,Yes,162,532,13786,31753
Creta,Hyundai,Car,2023,4425601,18,Diesel,Automatic,5,1497,5,115,145,SUV,8,Yes,247,681,14071,55059
Creta,Hyundai,Car,2023,849387,24,Electric,Manual,4,1497,5,115,390,SUV,5,Yes,247,602,3268,19679
Creta,Hyundai,Car,2023,3992720,18,Petrol,Manual,4,1497,5,115,215,SUV,6,No,236,202,7599,40716
Creta,Hyundai,Car,2023,727404,28,Petrol,Manual,4,1497,5,115,291,SUV,3,No,245,595,5325,21188
Venue,Hyundai,Car,2023,4381919,22,Petrol,Manual,3,1493,5,113,354,SUV,8,No,172,582,9670,16221
Venue,Hyundai,Car,2023,1247749,17,Petrol,Manual,5,1493,5,113,374,SUV,6,No,174,351,11027,55424
Venue,Hyundai,Car,2023,1157280,15,Electric,Automatic,5,1493,5,113,217,SUV,5,No,245,564,13490,47690
Venue,Hyundai,Car,2023,1306579,28,Electric,Automatic,4,1493,5,113,377,SUV,7,No,183,412,13510,34326
Verna,Hyundai,Car,2023,4098208,27,Hybrid,Automatic,4,1482,5,158,105,Sedan,4,No,177,571,4991,15020
Verna,Hyundai,Car,2023,3014666,28,Hybrid,Manual,5,1482,5,158,124,Sedan,5,Yes,214,281,7061,53786
Verna,Hyundai,Car,2023,2179842,18,Hybrid,Automatic,5,1482,5,158,207,Sedan,1,No,222,605,14912,51601
Verna,Hyundai,Car,2023,4224061,27,Petrol,Manual,5,1482,5,158,333,Sedan,7,Yes,211,671,6924,58939
i20,Hyundai,Car,2023,3216003,15,Hybrid,Automatic,5,1197,5,82,297,Hatchback,1,No,235,481,7651,43395
i20,Hyundai,Car,2023,2405951,24,Diesel,Manual,5,1197,5,82,347,Hatchback,6,No,212,670,8309,58183
i20,Hyundai,Car,2023,1002399,23,Petrol,Automatic,3,1197,5,82,112,Hatchback,4,No,241,518,10414,34590
i20,Hyundai,Car,2023,3375700,28,Hybrid,Manual,3,1197,5,82,287,Hatchback,6,Yes,158,574,10857,48652
Sonet,Kia,Car,2023,2624656,23,Hybrid,Automatic,5,1493,5,115,368,SUV,5,Yes,223,361,6076,52099
Sonet,Kia,Car,2023,697409,18,Diesel,Manual,4,1493,5,115,379,SUV,2,Yes,206,408,12794,37236
Sonet,Kia,Car,2023,2311584,23,Diesel,Manual,3,1493,5,115,221,SUV,8,Yes,191,536,4452,38642
Sonet,Kia,Car,2023,3907543,14,Electric,Manual,3,1493,5,115,211,SUV,4,No,184,454,7806,20340
Seltos,Kia,Car,2023,2352128,23,Diesel,Manual,4,1497,5,115,271,SUV,2,No,155,284,12910,29519
Seltos,Kia,Car,2023,768286,28,Hybrid,Manual,5,1497,5,115,230,SUV,3,No,163,555,10068,47837
Seltos,Kia,Car,2023,2842914,25,Diesel,Automatic,4,1497,5,115,209,SUV,4,No,232,677,14444,30391
Seltos,Kia,Car,2023,3862572,28,Petrol,Manual,4,1497,5,115,258,SUV,6,Yes,162,409,9717,39215
Carens,Kia,Car,2023,2256004,24,Petrol,Automatic,3,1493,7,115,99,MPV,6,No,170,325,11075,35031
Carens,Kia,Car,2023,2757667,25,Diesel,Manual,5,1493,7,115,137,MPV,2,Yes,244,364,12626,35157
Carens,Kia,Car,2023,1380210,15,Hybrid,Manual,4,1493,7,115,128,MPV,6,Yes,238,297,10103,34110
Carens,Kia,Car,2023,4158392,28,Petrol,Manual,4,1493,7,115,329,MPV,2,Yes,171,324,6396,49943
XUV700,Mahindra,Car,2023,1110800,17,Hybrid,Automatic,3,2198,7,182,284,SUV,3,Yes,161,476,4140,41500
XUV700,Mahindra,Car,2023,3544655,27,Petrol,Automatic,3,2198,7,182,375,SUV,3,Yes,190,466,13033,23770
XUV700,Mahindra,Car,2023,1045452,17,Electric,Manual,3,2198,7,182,198,SUV,1,No,237,455,12129,22563
XUV700,Mahindra,Car,2023,2685729,15,Hybrid,Automatic,3,2198,7,182,213,SUV,5,No,221,510,12555,18607
Scorpio N,Mahindra,Car,2023,3644309,23,Hybrid,Manual,4,2198,7,172,117,SUV,7,No,152,525,14494,13384
Scorpio N,Mahindra,Car,2023,2315593,21,Electric,Manual,4,2198,7,172,160,SUV,5,No,201,280,5595,25182
Scorpio N,Mahindra,Car,2023,2139789,20,Petrol,Automatic,3,2198,7,172,398,SUV,4,Yes,176,243,9186,18186
Scorpio N,Mahindra,Car,2023,2836002,14,Hybrid,Manual,4,2198,7,172,344,SUV,6,No,219,468,13514,18725
Thar,Mahindra,Car,2023,2532846,25,Petrol,Automatic,4,2184,4,130,332,SUV,4,No,172,459,4203,36468
Thar,Mahindra,Car,2023,3643938,14,Hybrid,Manual,3,2184,4,130,237,SUV,2,Yes,248,492,3710,47409
Thar,Mahindra,Car,2023,3318424,26,Petrol,Automatic,4,2184,4,130,184,SUV,1,Yes,214,232,10623,28505
Thar,Mahindra,Car,2023,1628999,21,Petrol,Manual,5,2184,4,130,100,SUV,8,Yes,189,498,12225,11581
City,Honda,Car,2023,4375691,14,Petrol,Automatic,3,1498,5,121,130,Sedan,5,Yes,186,282,4077,41219
City,Honda,Car,2023,3950206,15,Petrol,Manual,3,1498,5,121,129,Sedan,1,No,233,371,5741,31943
City,Honda,Car,2023,1857221,21,Diesel,Automatic,5,1498,5,121,123,Sedan,8,Yes,249,359,13922,45638
City,Honda,Car,2023,3226971,14,Electric,Automatic,4,1498,5,121,182,Sedan,3,Yes,159,305,10520,20039
Elevate,Honda,Car,2023,1100179,28,Electric,Automatic,3,1498,5,121,123,SUV,2,No,243,617,13552,27911
Elevate,Honda,Car,2023,2514039,18,Hybrid,Manual,3,1498,5,121,97,SUV,5,Yes,244,607,10114,53893
Elevate,Honda,Car,2023,4479656,27,Petrol,Automatic,5,1498,5,121,385,SUV,4,No,165,400,14725,57171
Elevate,Honda,Car,2023,769669,17,Hybrid,Automatic,5,1498,5,121,119,SUV,4,Yes,151,517,12179,36462
Virtus,Volkswagen,Car,2023,2777899,25,Diesel,Manual,4,1498,5,148,178,Sedan,3,Yes,250,371,11216,30805
Virtus,Volkswagen,Car,2023,1452553,19,Hybrid,Automatic,4,1498,5,148,198,Sedan,8,No,215,623,6861,35903
Virtus,Volkswagen,Car,2023,954981,17,Hybrid,Manual,3,1498,5,148,350,Sedan,2,No,153,298,9766,16829
Virtus,Volkswagen,Car,2023,4258176,14,Electric,Manual,3,1498,5,148,304,Sedan,4,Yes,187,526,3517,15990
Taigun,Volkswagen,Car,2023,812775,15,Hybrid,Automatic,5,1498,5,148,309,SUV,3,No,217,362,13448,11476
Taigun,Volkswagen,Car,2023,2262776,25,Electric,Manual,3,1498,5,148,342,SUV,3,No,160,303,11110,41424
Taigun,Volkswagen,Car,2023,908563,23,Petrol,Manual,3,1498,5,148,199,SUV,6,Yes,187,272,9186,32765
Taigun,Volkswagen,Car,2023,4269481,24,Hybrid,Automatic,3,1498,5,148,271,SUV,4,No,186,461,9415,58926
Kushaq,Skoda,Car,2023,2582025,24,Hybrid,Automatic,4,1498,5,148,270,SUV,5,Yes,197,460,7061,27887
Kushaq,Skoda,Car,2023,1455861,22,Electric,Automatic,3,1498,5,148,318,SUV,8,Yes,219,460,11315,44188
Kushaq,Skoda,Car,2023,4433258,25,Hybrid,Manual,3,1498,5,148,374,SUV,1,No,227,603,3784,45599
Kushaq,Skoda,Car,2023,2997932,18,Electric,Manual,4,1498,5,148,139,SUV,8,No,153,494,9334,16115
Slavia,Skoda,Car,2023,3918412,28,Diesel,Manual,4,1498,5,148,131,Sedan,6,Yes,226,496,4149,18911
Slavia,Skoda,Car,2023,2659521,22,Petrol,Manual,5,1498,5,148,131,Sedan,2,Yes,226,207,12313,49640
Slavia,Skoda,Car,2023,1974715,20,Diesel,Manual,3,1498,5,148,256,Sedan,3,No,206,563,3917,36754
Slavia,Skoda,Car,2023,4264413,18,Electric,Automatic,4,1498,5,148,123,Sedan,7,Yes,232,478,9853,30636
Apache RTR 160,TVS,Bike,2023,285323,40,Electric,Manual,4,160,2,16,234,Bike,6,Yes,156,469,9413,47954
Apache RTR 160,TVS,Bike,2023,236922,67,Electric,Manual,5,160,2,16,394,Bike,5,No,229,584,11388,13937
Apache RTR 160,TVS,Bike,2023,149806,69,Electric,Automatic,5,160,2,16,278,Bike,7,Yes,221,504,5630,55132
Apache RTR 160,TVS,Bike,2023,177344,72,Diesel,Automatic,5,160,2,16,314,Bike,3,Yes,168,337,13693,53301
Apache RTR 200,TVS,Bike,2023,213535,74,Diesel,Automatic,5,198,2,20,185,Bike,7,No,159,299,7070,14393
Apache RTR 200,TVS,Bike,2023,140941,33,Diesel,Manual,3,198,2,20,281,Bike,6,No,227,265,3336,45145
Apache RTR 200,TVS,Bike,2023,378428,53,Petrol,Automatic,3,198,2,20,342,Bike,5,No,161,670,10464,20109
Apache RTR 200,TVS,Bike,2023,128233,72,Hybrid,Manual,3,198,2,20,296,Bike,6,No,193,370,13172,31622
Ronin,TVS,Bike,2023,202983,48,Petrol,Automatic,4,225,2,20,232,Bike,8,Yes,212,551,14192,15311
Ronin,TVS,Bike,2023,301630,57,Petrol,Manual,3,225,2,20,183,Bike,1,No,187,634,10863,25787
Ronin,TVS,Bike,2023,399705,74,Hybrid,Manual,4,225,2,20,226,Bike,8,No,191,637,3976,42417
Ronin,TVS,Bike,2023,352534,36,Diesel,Automatic,4,225,2,20,198,Bike,2,No,224,423,13359,50115
Raider 125,TVS,Bike,2023,386206,69,Electric,Manual,4,124,2,11,291,Bike,5,Yes,160,428,3735,58453
Raider 125,TVS,Bike,2023,274793,40,Electric,Manual,3,124,2,11,103,Bike,8,Yes,159,203,5462,31945
Raider 125,TVS,Bike,2023,315953,43,Electric,Manual,3,124,2,11,304,Bike,1,Yes,209,557,3005,10752
Raider 125,TVS,Bike,2023,389217,64,Electric,Manual,4,124,2,11,178,Bike,3,Yes,157,348,3974,46119
Pulsar N160,Bajaj,Bike,2023,352958,64,Electric,Automatic,4,164,2,16,205,Bike,6,No,197,449,4408,15927
Pulsar N160,Bajaj,Bike,2023,85069,75,Hybrid,Manual,4,164,2,16,224,Bike,8,No,189,515,11264,24230
Pulsar N160,Bajaj,Bike,2023,212565,75,Diesel,Automatic,4,164,2,16,133,Bike,8,No,205,567,3206,36100
Pulsar N160,Bajaj,Bike,2023,333102,42,Diesel,Manual,5,164,2,16,246,Bike,1,No,240,387,7128,50514
Pulsar NS200,Bajaj,Bike,2023,176264,60,Diesel,Manual,3,199,2,24,383,Bike,7,Yes,176,584,9720,33326
Pulsar NS200,Bajaj,Bike,2023,151499,64,Hybrid,Manual,4,199,2,24,157,Bike,6,No,192,287,4797,57003
Pulsar NS200,Bajaj,Bike,2023,80751,43,Hybrid,Automatic,4,199,2,24,154,Bike,7,Yes,211,669,5296,23121
Pulsar NS200,Bajaj,Bike,2023,122804,62,Hybrid,Automatic,5,199,2,24,235,Bike,5,Yes,206,228,9808,57272
Dominar 400,Bajaj,Bike,2023,303457,53,Petrol,Automatic,3,373,2,40,328,Bike,1,Yes,151,646,3665,29733
Dominar 400,Bajaj,Bike,2023,355140,28,Diesel,Automatic,5,373,2,40,285,Bike,6,No,226,243,10558,16098
Dominar 400,Bajaj,Bike,2023,238180,36,Petrol,Manual,3,373,2,40,294,Bike,4,Yes,162,482,13718,20177
Dominar 400,Bajaj,Bike,2023,124485,53,Diesel,Automatic,4,373,2,40,123,Bike,4,No,238,384,5176,48780
Splendor Plus,Hero,Bike,2023,330886,47,Hybrid,Manual,3,97,2,8,303,Bike,5,No,188,469,4912,24449
Splendor Plus,Hero,Bike,2023,194071,75,Petrol,Automatic,5,97,2,8,150,Bike,6,No,167,324,7767,50244
Splendor Plus,Hero,Bike,2023,156727,52,Electric,Manual,5,97,2,8,331,Bike,8,Yes,198,489,11533,57894
Splendor Plus,Hero,Bike,2023,125403,40,Petrol,Automatic,5,97,2,8,282,Bike,7,Yes,179,245,3985,12097
Xpulse 200,Hero,Bike,2023,314932,44,Electric,Manual,4,200,2,18,302,Bike,2,No,224,615,4582,21784
Xpulse 200,Hero,Bike,2023,133866,66,Electric,Automatic,5,200,2,18,314,Bike,3,No,205,669,13405,11901
Xpulse 200,Hero,Bike,2023,358358,62,Petrol,Manual,5,200,2,18,274,Bike,8,No,183,357,12978,54301
Xpulse 200,Hero,Bike,2023,205874,74,Petrol,Manual,3,200,2,18,297,Bike,5,Yes,166,284,11109,35940
Xtreme 160R,Hero,Bike,2023,376906,55,Electric,Automatic,4,163,2,15,313,Bike,2,Yes,201,406,11359,53240
Xtreme 160R,Hero,Bike,2023,212075,75,Electric,Manual,3,163,2,15,220,Bike,3,Yes,227,263,9449,12020
Xtreme 160R,Hero,Bike,2023,121819,30,Electric,Manual,4,163,2,15,193,Bike,3,Yes,153,691,7120,23749
Xtreme 160R,Hero,Bike,2023,185414,40,Hybrid,Manual,3,163,2,15,197,Bike,3,No,249,628,12190,50103
Shine,Honda,Bike,2023,276119,50,Hybrid,Automatic,3,125,2,10,106,Bike,5,Yes,188,282,13776,28049
Shine,Honda,Bike,2023,121967,50,Hybrid,Manual,3,125,2,10,163,Bike,3,No,231,434,11047,57067
Shine,Honda,Bike,2023,341056,48,Electric,Automatic,4,125,2,10,175,Bike,1,No,199,640,3563,39460
Shine,Honda,Bike,2023,282231,41,Electric,Automatic,4,125,2,10,325,Bike,4,No,180,209,7634,47510
SP125,Honda,Bike,2023,250878,36,Electric,Manual,3,125,2,10,158,Bike,8,Yes,173,531,14933,26933
SP125,Honda,Bike,2023,82236,41,Electric,Manual,4,125,2,10,228,Bike,6,No,236,680,13278,22948
SP125,Honda,Bike,2023,355420,38,Electric,Automatic,4,125,2,10,185,Bike,8,No,152,632,14251,32100
SP125,Honda,Bike,2023,160367,38,Electric,Automatic,4,125,2,10,325,Bike,4,Yes,216,267,4677,56036
Hornet 2.0,Honda,Bike,2023,286674,34,Hybrid,Manual,4,184,2,17,234,Bike,8,No,191,340,3015,22457
Hornet 2.0,Honda,Bike,2023,276560,51,Hybrid,Manual,4,184,2,17,158,Bike,3,No,235,583,14245,12722
Hornet 2.0,Honda,Bike,2023,128834,45,Petrol,Manual,5,184,2,17,356,Bike,5,Yes,243,642,9906,37728
Hornet 2.0,Honda,Bike,2023,301377,39,Electric,Manual,5,184,2,17,355,Bike,5,No,163,437,4679,36509
CB350,Honda,Bike,2023,301963,66,Diesel,Automatic,3,348,2,21,154,Bike,1,No,196,424,6900,48890
CB350,Honda,Bike,2023,111551,41,Hybrid,Automatic,4,348,2,21,233,Bike,8,Yes,162,458,3709,59272
CB350,Honda,Bike,2023,322969,39,Hybrid,Manual,5,348,2,21,373,Bike,3,Yes,225,244,4130,33820
CB350,Honda,Bike,2023,98292,62,Petrol,Automatic,5,348,2,21,315,Bike,7,Yes,245,490,4058,26978
Classic 350,Royal Enfield,Bike,2023,262652,59,Diesel,Automatic,5,349,2,20,298,Bike,3,Yes,218,471,4702,49962
Classic 350,Royal Enfield,Bike,2023,357283,58,Electric,Manual,5,349,2,20,290,Bike,4,No,200,577,12711,19936
Classic 350,Royal Enfield,Bike,2023,89210,40,Diesel,Manual,4,349,2,20,269,Bike,8,No,236,601,12842,19116
Classic 350,Royal Enfield,Bike,2023,270617,43,Diesel,Automatic,5,349,2,20,221,Bike,3,Yes,228,285,14974,34039
Hunter 350,Royal Enfield,Bike,2023,204656,47,Diesel,Manual,3,349,2,20,273,Bike,8,Yes,197,691,3292,35256
Hunter 350,Royal Enfield,Bike,2023,344171,74,Petrol,Automatic,3,349,2,20,217,Bike,4,Yes,221,406,9456,33823
Hunter 350,Royal Enfield,Bike,2023,107106,44,Petrol,Manual,4,349,2,20,154,Bike,8,No,163,380,6972,47162
Hunter 350,Royal Enfield,Bike,2023,294678,75,Petrol,Manual,5,349,2,20,167,Bike,4,No,246,360,7731,37582
Meteor 350,Royal Enfield,Bike,2023,183476,55,Petrol,Manual,3,349,2,20,130,Bike,3,No,185,587,11529,17967
Meteor 350,Royal Enfield,Bike,2023,302320,52,Diesel,Manual,3,349,2,20,393,Bike,7,No,178,662,9361,45785
Meteor 350,Royal Enfield,Bike,2023,125710,41,Hybrid,Manual,5,349,2,20,269,Bike,7,Yes,179,555,3196,44481
Meteor 350,Royal Enfield,Bike,2023,395090,64,Petrol,Automatic,5,349,2,20,227,Bike,8,Yes,239,658,3111,19965
Himalayan 450,Royal Enfield,Bike,2023,161688,67,Hybrid,Manual,5,452,2,40,119,Bike,4,Yes,180,588,14791,59155
Himalayan 450,Royal Enfield,Bike,2023,393188,36,Petrol,Manual,5,452,2,40,249,Bike,8,No,231,452,4684,34849
Himalayan 450,Royal Enfield,Bike,2023,96920,28,Diesel,Automatic,3,452,2,40,103,Bike,5,No,201,299,7906,58845
Himalayan 450,Royal Enfield,Bike,2023,286079,70,Diesel,Automatic,4,452,2,40,388,Bike,4,Yes,153,539,10083,10329
R15 V4,Yamaha,Bike,2023,178811,50,Hybrid,Automatic,4,155,2,18,166,Bike,2,Yes,239,683,3041,17134
R15 V4,Yamaha,Bike,2023,169883,30,Diesel,Automatic,3,155,2,18,353,Bike,6,No,223,421,4400,21505
R15 V4,Yamaha,Bike,2023,101845,57,Petrol,Automatic,4,155,2,18,105,Bike,1,No,234,627,9930,43125
R15 V4,Yamaha,Bike,2023,282753,41,Hybrid,Manual,3,155,2,18,243,Bike,1,Yes,153,380,5266,35546
MT15,Yamaha,Bike,2023,117208,43,Electric,Automatic,4,155,2,18,163,Bike,2,No,193,638,8441,53216
MT15,Yamaha,Bike,2023,101740,67,Hybrid,Manual,3,155,2,18,268,Bike,3,No,222,471,11552,16746
MT15,Yamaha,Bike,2023,193129,35,Petrol,Manual,4,155,2,18,336,Bike,7,No,213,431,5682,17649
MT15,Yamaha,Bike,2023,132468,47,Electric,Manual,4,155,2,18,141,Bike,7,No,197,305,11748,28482
FZ-S,Yamaha,Bike,2023,179523,34,Electric,Automatic,3,149,2,12,142,Bike,2,Yes,231,205,8490,30122
FZ-S,Yamaha,Bike,2023,200107,75,Hybrid,Automatic,3,149,2,12,200,Bike,5,No,195,357,11311,30759
FZ-S,Yamaha,Bike,2023,336573,67,Hybrid,Manual,5,149,2,12,318,Bike,3,No,234,364,6577,13450
FZ-S,Yamaha,Bike,2023,136124,59,Diesel,Manual,4,149,2,12,369,Bike,2,Yes,177,673,8505,21000
Duke 200,KTM,Bike,2023,274830,47,Petrol,Automatic,4,199,2,25,322,Bike,5,No,179,329,8604,38933
Duke 200,KTM,Bike,2023,125765,54,Petrol,Automatic,4,199,2,25,284,Bike,5,No,182,451,14058,57706
Duke 200,KTM,Bike,2023,359237,63,Hybrid,Manual,3,199,2,25,259,Bike,5,No,230,600,14823,17409
Duke 200,KTM,Bike,2023,313832,73,Petrol,Manual,4,199,2,25,229,Bike,7,No,178,212,10661,40119
Duke 390,KTM,Bike,2023,122029,32,Petrol,Automatic,3,399,2,46,197,Bike,8,No,237,404,11968,16852
Duke 390,KTM,Bike,2023,363229,73,Petrol,Manual,5,399,2,46,105,Bike,6,Yes,247,280,12327,27973
Duke 390,KTM,Bike,2023,260965,69,Petrol,Manual,3,399,2,46,143,Bike,1,Yes,188,678,11928,28419
Duke 390,KTM,Bike,2023,240315,73,Petrol,Automatic,4,399,2,46,196,Bike,6,Yes,179,368,8330,43599
RC 390,KTM,Bike,2023,229522,54,Hybrid,Automatic,4,399,2,46,128,Bike,4,Yes,216,653,7623,18642
RC 390,KTM,Bike,2023,257182,47,Petrol,Automatic,5,399,2,46,268,Bike,3,No,199,652,9276,35349
RC 390,KTM,Bike,2023,296201,51,Petrol,Manual,3,399,2,46,337,Bike,1,Yes,150,502,4305,55290
RC 390,KTM,Bike,2023,87612,72,Hybrid,Automatic,5,399,2,46,111,Bike,5,Yes,188,524,13926,59603
Swift,Maruti,Car,2024,1783298,18,Petrol,Manual,3,1197,5,89,227,Hatchback,4,Yes,219,499,10553,23766
Swift,Maruti,Car,2024,3634218,24,Electric,Automatic,3,1197,5,89,227,Hatchback,8,No,166,676,10086,50077
Swift,Maruti,Car,2024,1554985,21,Diesel,Manual,4,1197,5,89,362,Hatchback,5,No,183,562,12093,31762
Swift,Maruti,Car,2024,1269228,21,Petrol,Automatic,4,1197,5,89,238,Hatchback,3,Yes,226,551,8327,15831
Baleno,Maruti,Car,2024,2801361,17,Electric,Manual,5,1197,5,89,116,Hatchback,7,Yes,181,417,8231,54786
Baleno,Maruti,Car,2024,1748666,25,Electric,Automatic,4,1197,5,89,159,Hatchback,3,Yes,169,378,9985,22995
Baleno,Maruti,Car,2024,2420334,20,Electric,Manual,3,1197,5,89,287,Hatchback,2,No,162,350,3636,54945
Baleno,Maruti,Car,2024,3163502,15,Electric,Automatic,3,1197,5,89,281,Hatchback,6,No,189,481,4509,53346
Dzire,Maruti,Car,2024,1914822,27,Diesel,Automatic,5,1197,5,89,273,Sedan,1,No,250,536,3373,18440
Dzire,Maruti,Car,2024,2066371,26,Petrol,Manual,3,1197,5,89,246,Sedan,2,Yes,162,577,5443,35446
Dzire,Maruti,Car,2024,1588717,16,Diesel,Automatic,3,1197,5,89,308,Sedan,4,Yes,215,505,3808,42398
Dzire,Maruti,Car,2024,2099848,15,Hybrid,Automatic,3,1197,5,89,99,Sedan,1,Yes,180,627,13509,29522
Brezza,Maruti,Car,2024,3720541,26,Diesel,Automatic,3,1462,5,103,186,SUV,3,Yes,227,427,10616,37511
Brezza,Maruti,Car,2024,2520384,22,Hybrid,Manual,5,1462,5,103,311,SUV,2,Yes,238,240,14244,45768
Brezza,Maruti,Car,2024,743770,21,Electric,Automatic,3,1462,5,103,254,SUV,6,No,217,558,8962,58320
Brezza,Maruti,Car,2024,3510009,26,Hybrid,Automatic,4,1462,5,103,183,SUV,4,Yes,153,627,14184,38876
Fronx,Maruti,Car,2024,1652839,27,Petrol,Automatic,3,1197,5,99,224,SUV,5,No,212,376,8338,49609
Fronx,Maruti,Car,2024,1892440,27,Electric,Automatic,5,1197,5,99,395,SUV,3,Yes,201,232,14985,39517
Fronx,Maruti,Car,2024,2171938,19,Hybrid,Manual,4,1197,5,99,198,SUV,6,No,248,505,8885,24434
Fronx,Maruti,Car,2024,797510,24,Petrol,Automatic,5,1197,5,99,173,SUV,7,Yes,226,327,11418,21228
Grand Vitara,Maruti,Car,2024,2868158,28,Electric,Automatic,4,1490,5,114,99,SUV,7,No,239,590,4951,39412
Grand Vitara,Maruti,Car,2024,2519672,23,Petrol,Manual,5,1490,5,114,187,SUV,2,Yes,155,518,3201,52773
Grand Vitara,Maruti,Car,2024,3505119,25,Petrol,Manual,4,1490,5,114,120,SUV,6,Yes,225,238,12829,52629
Grand Vitara,Maruti,Car,2024,1405057,15,Electric,Automatic,5,1490,5,114,146,SUV,7,No,203,534,6555,19292
Nexon,Tata,Car,2024,2830249,16,Hybrid,Automatic,5,1497,5,113,347,SUV,6,Yes,173,244,13673,12323
Nexon,Tata,Car,2024,4485828,28,Electric,Manual,4,1497,5,113,277,SUV,5,Yes,192,599,12978,26188
Nexon,Tata,Car,2024,1388164,23,Diesel,Manual,4,1497,5,113,347,SUV,8,No,161,394,3528,34799
Nexon,Tata,Car,2024,1432450,15,Electric,Manual,4,1497,5,113,107,SUV,1,No,190,586,3541,27483
Punch,Tata,Car,2024,1949775,15,Petrol,Automatic,3,1199,5,86,164,SUV,5,No,205,547,8379,45047
Punch,Tata,Car,2024,1170015,24,Electric,Automatic,3,1199,5,86,198,SUV,6,Yes,195,665,6200,23444
Punch,Tata,Car,2024,3010472,19,Petrol,Manual,3,1199,5,86,226,SUV,3,Yes,241,220,10457,49596
Punch,Tata,Car,2024,2673604,27,Hybrid,Automatic,4,1199,5,86,371,SUV,3,No,183,202,4621,32920
Harrier,Tata,Car,2024,2186621,18,Hybrid,Manual,4,1956,5,168,197,SUV,3,Yes,161,490,14316,17270
Harrier,Tata,Car,2024,1005486,28,Petrol,Manual,3,1956,5,168,100,SUV,8,No,172,403,13440,23957
Harrier,Tata,Car,2024,1485808,15,Electric,Manual,5,1956,5,168,207,SUV,2,No,220,505,3223,43489
Harrier,Tata,Car,2024,1991971,17,Petrol,Manual,4,1956,5,168,182,SUV,5,No,154,496,6026,47440
Safari,Tata,Car,2024,731330,27,Hybrid,Manual,3,1956,7,168,193,SUV,7,Yes,231,642,5589,53818
Safari,Tata,Car,2024,3705561,27,Petrol,Automatic,4,1956,7,168,102,SUV,2,Yes,226,610,6967,18483
Safari,Tata,Car,2024,3462900,21,Electric,Automatic,4,1956,7,168,105,SUV,1,Yes,164,470,5326,47338
Safari,Tata,Car,2024,1363973,21,Diesel,Automatic,3,1956,7,168,209,SUV,6,Yes,243,540,10787,41234
Altroz,Tata,Car,2024,2134184,26,Petrol,Automatic,3,1199,5,88,140,Hatchback,3,Yes,159,493,12904,47675
Altroz,Tata,Car,2024,2420024,18,Diesel,Automatic,3,1199,5,88,117,Hatchback,1,Yes,212,437,11146,31106
Altroz,Tata,Car,2024,4172883,16,Diesel,Manual,5,1199,5,88,152,Hatchback,4,No,159,349,4735,42229
Altroz,Tata,Car,2024,1836249,15,Petrol,Automatic,4,1199,5,88,355,Hatchback,5,No,198,284,3460,15176
Tiago,Tata,Car,2024,1650889,17,Electric,Manual,3,1199,5,86,250,Hatchback,8,No,244,533,12719,35406
Tiago,Tata,Car,2024,3741933,15,Diesel,Manual,3,1199,5,86,272,Hatchback,1,Yes,208,600,10339,41411
Tiago,Tata,Car,2024,1846383,19,Hybrid,Automatic,5,1199,5,86,150,Hatchback,2,Yes,232,441,12015,17036
Tiago,Tata,Car,2024,2342210,20,Diesel,Manual,3,1199,5,86,261,Hatchback,8,No,218,421,9804,57446
Creta,Hyundai,Car,2024,4201732,19,Petrol,Manual,5,1497,5,115,148,SUV,4,No,221,518,12120,49031
Creta,Hyundai,Car,2024,1532749,14,Hybrid,Automatic,4,1497,5,115,152,SUV,6,Yes,159,294,4499,44148
Creta,Hyundai,Car,2024,3713245,22,Electric,Manual,3,1497,5,115,356,SUV,5,Yes,221,538,5868,48748
Creta,Hyundai,Car,2024,854505,23,Electric,Automatic,5,1497,5,115,159,SUV,7,No,235,581,12900,42841
Venue,Hyundai,Car,2024,4044311,24,Diesel,Automatic,4,1493,5,113,316,SUV,1,No,168,623,6647,44266
Venue,Hyundai,Car,2024,3549546,23,Diesel,Automatic,3,1493,5,113,385,SUV,1,No,216,318,7079,56847
Venue,Hyundai,Car,2024,3824640,21,Petrol,Automatic,5,1493,5,113,248,SUV,7,No,219,616,4631,57571
Venue,Hyundai,Car,2024,3931089,18,Petrol,Manual,5,1493,5,113,211,SUV,8,No,245,397,7663,45067
Verna,Hyundai,Car,2024,653068,15,Electric,Automatic,4,1482,5,158,187,Sedan,2,No,210,580,9396,36524
Verna,Hyundai,Car,2024,4154267,16,Petrol,Manual,4,1482,5,158,346,Sedan,4,Yes,205,385,14545,42202
Verna,Hyundai,Car,2024,605879,21,Diesel,Automatic,5,1482,5,158,138,Sedan,2,No,215,651,13302,27340
Verna,Hyundai,Car,2024,1345085,28,Diesel,Automatic,5,1482,5,158,198,Sedan,5,Yes,205,537,3065,20482
i20,Hyundai,Car,2024,4465233,17,Petrol,Automatic,3,1197,5,82,258,Hatchback,1,No,250,287,10917,22675
i20,Hyundai,Car,2024,3496475,19,Diesel,Automatic,4,1197,5,82,108,Hatchback,1,No,205,313,4351,26882
